proxy,response,loginc,logarea,dwt,psu,stratum
27906,0,,,156.5493,285,39
32221.03,1,7.313221,4.844187,1323.925,285,39
28433.87,0,,,1323.925,285,39
31129.32,0,,,1323.925,285,39
32221,1,6.684612,4.65396,156.5493,285,39
29331,1,7.649693,4.962845,156.5493,285,39
30520,1,6.907755,3.688879,156.5493,285,39
30526.82,0,,,1323.925,285,39
33114.7,0,,,1323.925,285,39
30160.02,0,,,2339.163,285,39
30237.69,0,,,1323.925,285,39
31174.28,1,7.313221,4.941642,1323.925,285,39
32221,0,,,156.5493,285,39
33337,1,6.956545,4.787492,156.5493,285,39
33513,1,7.17012,4.442651,156.5493,285,39
28714,0,,,156.5493,285,39
31227.77,0,,,1323.925,285,39
30555.16,1,8.160519,5.298317,1323.925,285,39
30710.07,0,,,1323.925,285,39
28376.58,1,8.160519,5.393628,1323.925,285,39
28335.39,0,,,2339.163,285,39
29330.7,0,,,1323.925,285,39
31892.83,1,8.853665,5.298317,1323.925,285,39
29331,0,,,156.5493,285,39
30315,0,,,156.5493,285,39
32034.39,0,,,1323.925,285,39
32040,0,,,156.5493,285,39
31174.28,0,,,1323.925,285,39
30352,0,,,156.5493,285,39
33114.7,1,7.649693,4.905275,2339.163,285,39
29836.41,0,,,1323.925,285,39
38084.05,0,,,5193.948,285,39
29935.8,0,,,2339.163,285,39
33063.77,0,,,1323.925,285,39
31612.44,0,,,1323.925,285,39
35852,0,,,156.5493,285,39
29330.7,1,7.696213,4.787492,1323.925,285,39
30628,0,,,156.5493,285,39
30710.07,0,,,1323.925,285,39
30526.82,0,,,1323.925,285,39
31986,1,6.907755,4.248495,156.5493,285,39
28335.39,0,,,1323.925,285,39
31612,0,,,156.5493,285,39
29276,0,,,156.5493,285,39
32034.39,1,7.438384,4.787492,1323.925,285,39
29920.13,0,,,1323.925,285,39
35851.79,0,,,1323.925,285,39
31129.32,1,7.438384,4.867535,1323.925,285,39
30296.75,0,,,1323.925,285,39
32628.54,0,,,2339.163,285,39
27677,0,,,156.5493,285,39
28755.19,0,,,1323.925,285,39
28714.17,0,,,1323.925,285,39
33513.18,0,,,1323.925,285,39
32885,1,7.438384,4.094345,156.5493,285,39
30348.33,1,7.600903,5.010635,1323.925,285,39
35851.79,0,,,1323.925,285,39
29937.34,0,,,1323.925,285,39
31174,0,,,156.5493,285,39
32221.03,0,,,1323.925,285,39
33114.7,1,7.600903,4.787492,2339.163,285,39
30145,0,,,156.5493,285,39
34739,0,,,156.5493,285,39
30297,0,,,156.5493,285,39
29939,1,7.901007,4.60517,156.5493,285,39
28755.19,0,,,1323.925,285,39
31612.44,0,,,1323.925,285,39
30348.33,0,,,1323.925,285,39
32884.74,0,,,1323.925,285,39
32884.74,1,8.131531,4.941642,1323.925,285,39
28335.39,0,,,1323.925,285,39
33513.18,1,7.313221,4.454347,1323.925,285,39
30628.32,0,,,1323.925,285,39
31868.22,0,,,1323.925,285,39
31261.63,0,,,1323.925,285,39
33114.7,0,,,2339.163,285,39
33064,0,,,156.5493,285,39
30315,1,6.774224,4.941642,156.5493,285,39
30348.33,0,,,1323.925,285,39
30285,1,6.927558,4.317488,156.5493,285,39
30834,1,8.039157,5.010635,156.5493,285,39
31892.83,1,8.517193,4.867535,1323.925,285,39
28714,0,,,156.5493,285,39
29330.7,0,,,1323.925,285,39
31174.28,0,,,1323.925,285,39
30352,0,,,156.5493,285,39
31498.53,0,,,1323.925,285,39
33513.18,0,,,1323.925,285,39
33513.18,0,,,1323.925,285,39
31174.28,0,,,1323.925,285,39
30237.69,1,7.090077,4.49981,1323.925,285,39
31174.28,1,7.696213,4.770685,1323.925,285,39
30831,0,,,156.5493,285,39
29276.22,0,,,1323.925,285,39
30301.31,0,,,1323.925,285,39
30301.31,0,,,1323.925,285,39
30063.83,1,8.188689,5.393628,1323.925,285,39
29276.22,0,,,1323.925,285,39
29330.7,0,,,1323.925,285,39
27906.04,1,7.438384,4.70048,1323.925,285,39
30628,1,6.429719,3.951244,156.5493,285,39
39910.12,0,,,817.4156,196,40
44149.76,0,,,817.4156,196,40
50446.08,0,,,1786.316,196,40
45347.71,1,7.824046,4.744932,817.4156,196,40
52069.02,0,,,1786.316,196,40
43136,1,7.600903,4.317488,153.9081,196,40
48014.23,1,7.972466,4.477337,1786.316,196,40
40879.42,0,,,817.4156,196,40
49600.54,0,,,1786.316,196,40
44290,0,,,153.9081,196,40
50474.93,0,,,1786.316,196,40
50654.82,0,,,1786.316,196,40
43809.97,1,7.313221,4.094345,1786.316,196,40
50531.52,0,,,1786.316,196,40
52502,0,,,153.9081,196,40
41524.25,0,,,817.4156,196,40
42445.13,0,,,1786.316,196,40
46759,1,6.907755,4.007333,153.9081,196,40
51235.63,1,7.937375,4.787492,1786.316,196,40
44680.96,0,,,817.4156,196,40
42177.6,1,7.937375,4.787492,817.4156,196,40
50914.87,0,,,1786.316,196,40
52223,0,,,153.9081,196,40
50552.07,0,,,1786.316,196,40
42990.35,1,7.901007,5.075174,817.4156,196,40
43809.97,0,,,1786.316,196,40
43810,0,,,153.9081,196,40
50706.83,0,,,1786.316,196,40
48892.16,0,,,1786.316,196,40
47758,0,,,153.9081,196,40
42443.49,0,,,817.4156,196,40
50531.52,0,,,1786.316,196,40
42819.7,1,7.438384,4.382027,1786.316,196,40
49945.02,0,,,1786.316,196,40
48816.51,0,,,1786.316,196,40
44224.04,0,,,817.4156,196,40
49277,0,,,153.9081,196,40
42387.42,0,,,817.4156,196,40
49233.53,0,,,1786.316,196,40
52224.92,0,,,1786.316,196,40
50532,0,,,153.9081,196,40
50236.02,0,,,1786.316,196,40
51959.69,1,7.824046,4.867535,1786.316,196,40
40879.42,0,,,817.4156,196,40
49111,0,,,153.9081,196,40
53839.82,0,,,1786.316,196,40
42781.84,0,,,1786.316,196,40
42445.13,0,,,1786.316,196,40
41446.39,0,,,817.4156,196,40
49111.31,0,,,1786.316,196,40
41961.09,1,6.684612,4.219508,817.4156,196,40
42387.42,0,,,817.4156,196,40
50089.32,0,,,1786.316,196,40
45199.92,1,8.160519,4.60517,817.4156,196,40
50552.07,0,,,1786.316,196,40
54218,0,,,153.9081,196,40
41177.01,0,,,817.4156,196,40
41809.16,0,,,817.4156,196,40
42781.84,0,,,1786.316,196,40
40737.25,0,,,817.4156,196,40
42406,0,,,153.9081,196,40
44159.44,0,,,1786.316,196,40
44946,0,,,153.9081,196,40
51741.5,0,,,1786.316,196,40
43295.44,0,,,1786.316,196,40
48177.27,1,8.34284,4.787492,1786.316,196,40
49945.02,0,,,1786.316,196,40
52183.45,0,,,1786.316,196,40
46822.84,0,,,1786.316,196,40
44149.76,0,,,817.4156,196,40
51235.63,1,7.600903,4.025352,1786.316,196,40
41446.39,0,,,817.4156,196,40
41317,0,,,153.9081,196,40
51235.63,1,8.294049,5.010635,1786.316,196,40
42137,0,,,153.9081,196,40
48623.66,0,,,1786.316,196,40
45869.11,0,,,1786.316,196,40
48926.83,0,,,1786.316,196,40
43173.68,0,,,1786.316,196,40
52491.88,0,,,1786.316,196,40
47745.33,1,8.006368,4.49981,1786.316,196,40
47757.93,0,,,1786.316,196,40
39624,0,,,153.9081,196,40
51742,0,,,153.9081,196,40
41783.58,1,7.863267,4.941642,817.4156,196,40
51360.19,1,8.36637,4.976734,1786.316,196,40
52375.21,0,,,1786.316,196,40
44149.76,0,,,817.4156,196,40
42387.42,1,7.313221,4.094345,817.4156,196,40
52375.21,0,,,1786.316,196,40
52222.84,0,,,1786.316,196,40
50413,0,,,153.9081,196,40
50914.87,0,,,1786.316,196,40
42043.91,1,8.476371,4.304065,817.4156,196,40
46612,0,,,153.9081,196,40
41783.58,0,,,817.4156,196,40
52224.92,0,,,1786.316,196,40
41100,1,7.282073,4.158883,153.9081,196,40
50840,1,7.731053,4.70048,153.9081,196,40
42136.74,0,,,817.4156,196,40
49621.97,0,,,1786.316,196,40
42437,0,,,153.9081,196,40
42138.82,0,,,1786.316,196,40
46822.84,0,,,1786.316,196,40
43079.48,0,,,1786.316,196,40
50677.1,1,7.130899,4.174387,1786.316,196,40
39910.12,0,,,817.4156,196,40
45662,0,,,153.9081,196,40
52375.21,0,,,1786.316,196,40
50598.04,1,8.294049,4.941642,1786.316,196,40
50638.59,0,,,1786.316,196,40
43810,0,,,153.9081,196,40
51400.13,0,,,1786.316,196,40
40833.51,0,,,1786.316,196,40
34077.03,0,,,1365.599,280,40
34077.03,0,,,1365.599,280,40
35914.81,1,6.907755,4.941642,687.3474,280,40
44947.33,0,,,2339.543,280,40
36002,0,,,153.4777,280,40
35914.81,0,,,687.3474,280,40
43272.41,0,,,2339.543,280,40
43365.52,0,,,2339.543,280,40
39995.41,0,,,1365.599,280,40
39551.08,0,,,1365.599,280,40
37123.43,0,,,1365.599,280,40
37146.28,1,7.863267,5.192957,687.3474,280,40
43779.37,0,,,2339.543,280,40
37123.43,0,,,1365.599,280,40
35847.74,0,,,1365.599,280,40
42769,0,,,153.4777,280,40
36820.41,0,,,1365.599,280,40
42586.42,1,7.130899,4.382027,2339.543,280,40
38888,0,,,153.4777,280,40
35716.71,0,,,1365.599,280,40
35914.81,0,,,687.3474,280,40
36002,0,,,153.4777,280,40
49120.88,0,,,2339.543,280,40
44307.55,0,,,2339.543,280,40
36510.48,0,,,1365.599,280,40
40427,0,,,153.4777,280,40
36162.81,0,,,1365.599,280,40
35914.81,1,8.006368,4.70048,687.3474,280,40
39551,0,,,153.4777,280,40
36894,0,,,153.4777,280,40
36894.22,1,7.467371,4.248495,1365.599,280,40
36162.81,0,,,1365.599,280,40
37123,1,7.293018,4.430817,153.4777,280,40
44307.55,0,,,2339.543,280,40
37222.7,1,8.006368,5.192957,1365.599,280,40
38044.83,0,,,2339.543,280,40
42197.69,0,,,2339.543,280,40
37917,0,,,153.4777,280,40
37877.85,0,,,1365.599,280,40
43706.48,0,,,2339.543,280,40
35914.81,0,,,687.3474,280,40
39551.08,0,,,1365.599,280,40
43365.52,0,,,2339.543,280,40
40426.61,0,,,2339.543,280,40
46857,0,,,153.4777,280,40
35832.7,0,,,1365.599,280,40
42723.16,0,,,2339.543,280,40
33807.53,0,,,1365.599,280,40
37123.43,0,,,1365.599,280,40
39144.4,0,,,1365.599,280,40
36772.64,0,,,1365.599,280,40
36783,0,,,153.4777,280,40
36162.81,0,,,1365.599,280,40
38309.92,0,,,2339.543,280,40
35915,0,,,153.4777,280,40
36001.75,0,,,1365.599,280,40
44307.55,0,,,2339.543,280,40
38888,1,7.377759,4.248495,153.4777,280,40
46857,0,,,153.4777,280,40
36783,0,,,153.4777,280,40
33807.53,0,,,1365.599,280,40
36814.4,1,7.549609,4.787492,1365.599,280,40
36475.61,0,,,1365.599,280,40
37877.85,0,,,1365.599,280,40
44130.84,0,,,2339.543,280,40
38204.13,0,,,1365.599,280,40
40828.76,0,,,2339.543,280,40
37877.85,1,8.687779,5.393628,1365.599,280,40
43779.37,0,,,2339.543,280,40
36162.81,0,,,1365.599,280,40
36162.81,0,,,1365.599,280,40
42723,0,,,153.4777,280,40
36783,0,,,153.4777,280,40
42703.39,0,,,2339.543,280,40
43365.52,1,8.160519,4.787492,2339.543,280,40
39980.98,0,,,1365.599,280,40
38044.83,0,,,1365.599,280,40
37222.7,0,,,1365.599,280,40
38140.29,0,,,2339.543,280,40
36281.99,0,,,1365.599,280,40
36279,0,,,153.4777,280,40
38309.92,0,,,1365.599,280,40
36296.47,0,,,1365.599,280,40
37222.7,0,,,1365.599,280,40
36475.61,0,,,1365.599,280,40
37916.59,0,,,1365.599,280,40
36814.4,0,,,1365.599,280,40
43569.15,1,8.160519,5.192957,2339.543,280,40
35914.81,0,,,687.3474,280,40
43365.52,0,,,2339.543,280,40
37368.57,0,,,1365.599,280,40
42703,0,,,153.4777,280,40
39551.08,0,,,2339.543,280,40
41893.48,0,,,2339.543,280,40
36162.81,0,,,1365.599,280,40
43272.41,1,8.160519,5.768321,2339.543,280,40
37877.85,0,,,1365.599,280,40
36002,0,,,153.4777,280,40
36002,0,,,153.4777,280,40
37878,0,,,153.4777,280,40
38204.13,0,,,1365.599,280,40
35914.81,0,,,687.3474,280,40
37101.9,0,,,1324.062,24,41
35223,0,,,138.9745,24,41
35877.83,0,,,1324.062,24,41
36841.28,0,,,2493.965,24,41
35739.55,0,,,3938.5,24,41
34880,0,,,138.9745,24,41
35223,0,,,138.9745,24,41
33144.1,0,,,1324.062,24,41
37350.57,0,,,3938.5,24,41
37141,1,6.721426,4.174387,138.9745,24,41
34040,1,6.907755,4.094345,138.9745,24,41
37062,0,,,138.9745,24,41
33937.05,0,,,1324.062,24,41
34123,0,,,138.9745,24,41
36286.95,0,,,1324.062,24,41
37008,0,,,138.9745,24,41
34273,1,7.090077,4.442651,138.9745,24,41
32984,0,,,138.9745,24,41
33774.18,0,,,2493.965,24,41
34273,0,,,138.9745,24,41
36424.13,0,,,2493.965,24,41
35738,0,,,138.9745,24,41
34940.3,0,,,1324.062,24,41
34039.62,0,,,1324.062,24,41
34502,0,,,138.9745,24,41
35565.16,0,,,1324.062,24,41
35407,0,,,138.9745,24,41
36650,0,,,138.9745,24,41
36197,0,,,138.9745,24,41
34137,0,,,138.9745,24,41
37102,0,,,138.9745,24,41
35954.45,0,,,2493.965,24,41
36170.67,0,,,3938.5,24,41
35824,0,,,138.9745,24,41
34954,1,4.60517,6.684612,138.9745,24,41
34166.8,0,,,1324.062,24,41
33411.34,0,,,2493.965,24,41
34120.79,0,,,1324.062,24,41
36193,0,,,138.9745,24,41
35223,0,,,138.9745,24,41
33413,0,,,138.9745,24,41
36198.33,0,,,2493.965,24,41
36850,1,7.600903,4.70048,138.9745,24,41
38674.09,0,,,3938.5,24,41
34166.8,1,7.244227,4.787492,1324.062,24,41
35218,0,,,138.9745,24,41
34776.08,0,,,1324.062,24,41
36692.07,1,7.438384,4.49981,1324.062,24,41
36300.74,0,,,2493.965,24,41
34705.35,0,,,1324.062,24,41
31947.04,0,,,1324.062,24,41
33774.18,0,,,2493.965,24,41
34863,0,,,138.9745,24,41
36198.09,1,7.600903,4.70048,2493.965,24,41
34506,0,,,138.9745,24,41
34207,0,,,138.9745,24,41
35071.49,0,,,1324.062,24,41
37402,1,6.214608,2.944439,138.9745,24,41
33378.86,0,,,2493.965,24,41
34086,1,6.905753,4.49981,138.9745,24,41
35306,0,,,138.9745,24,41
35674.13,0,,,1324.062,24,41
33144,0,,,138.9745,24,41
36354,0,,,138.9745,24,41
34702,0,,,138.9745,24,41
41890.02,1,7.600903,4.60517,2493.965,24,41
32907.16,0,,,2493.965,24,41
35472.56,0,,,2493.965,24,41
35218,1,7.438384,4.49981,138.9745,24,41
35218,0,,,138.9745,24,41
35223.44,0,,,2493.965,24,41
33774.18,0,,,2493.965,24,41
35305.69,0,,,2493.965,24,41
37350.57,0,,,3938.5,24,41
35823.5,0,,,2493.965,24,41
35692.31,0,,,2493.965,24,41
34137,0,,,138.9745,24,41
36171,0,,,138.9745,24,41
38867.63,0,,,2493.965,24,41
34567.51,0,,,2493.965,24,41
37546.08,0,,,1324.062,24,41
37368.11,0,,,2493.965,24,41
34702,0,,,138.9745,24,41
38061.39,0,,,2493.965,24,41
35071,0,,,138.9745,24,41
34031,1,7.003066,4.356709,138.9745,24,41
34505.98,0,,,2493.965,24,41
35071.49,0,,,1324.062,24,41
34863,0,,,138.9745,24,41
37101.9,0,,,2493.965,24,41
37397,0,,,138.9745,24,41
36171,1,6.437752,3.401197,138.9745,24,41
37102,0,,,138.9745,24,41
33774.18,1,8.006368,4.927254,2493.965,24,41
34137,0,,,138.9745,24,41
33199,0,,,138.9745,24,41
34705.35,0,,,1324.062,24,41
34565,0,,,138.9745,24,41
32930.28,0,,,1324.062,24,41
33205.65,0,,,1324.062,24,41
37317.9,0,,,2493.965,24,41
37141,1,7.17012,4.382027,138.9745,24,41
33795,0,,,138.9745,24,41
34954,1,7.090077,4.382027,138.9745,24,41
38061.39,1,8.411833,5.634789,2493.965,24,41
35735.34,0,,,2493.965,24,41
36907.4,0,,,2493.965,24,41
38912.22,0,,,2493.965,24,41
37008,0,,,138.9745,24,41
34863,0,,,138.9745,24,41
34506,0,,,138.9745,24,41
34272.57,0,,,1324.062,24,41
34087,0,,,138.9745,24,41
36171,0,,,138.9745,24,41
32962.09,0,,,1324.062,24,41
33206,0,,,138.9745,24,41
34505.98,0,,,1324.062,24,41
33774.18,0,,,1324.062,24,41
34873.6,0,,,2493.965,24,41
34367,0,,,138.9745,24,41
36722.94,0,,,1324.062,24,41
34702,0,,,138.9745,24,41
30113,0,,,144.7962,45,41
32864,1,7.003066,4.356709,144.7962,45,41
32862,0,,,144.7962,45,41
33190.34,1,6.400258,3.526361,1404.101,45,41
33062,0,,,144.7962,45,41
31728.05,0,,,1404.101,45,41
32862,0,,,144.7962,45,41
33309.56,1,7.600903,4.043051,1404.101,45,41
33038.62,0,,,1404.101,45,41
32219,0,,,144.7962,45,41
31857,0,,,144.7962,45,41
31487,0,,,144.7962,45,41
31799,0,,,144.7962,45,41
32217,0,,,144.7962,45,41
32928,0,,,144.7962,45,41
31235,0,,,144.7962,45,41
32096,1,7.17012,4.430817,144.7962,45,41
29553,0,,,144.7962,45,41
32026,1,7.17012,3.970292,144.7962,45,41
30678,0,,,144.7962,45,41
31246,0,,,144.7962,45,41
32216,0,,,144.7962,45,41
32861.67,1,6.907755,4.094345,1404.101,45,41
31486.85,0,,,1404.101,45,41
31197,0,,,144.7962,45,41
31705,0,,,144.7962,45,41
32350,0,,,144.7962,45,41
31203,0,,,144.7962,45,41
30112.66,0,,,1404.101,45,41
33039,1,6.693324,4.060443,144.7962,45,41
30352,0,,,144.7962,45,41
31218,0,,,144.7962,45,41
31486.99,1,7.002156,3.89182,1404.101,45,41
31227.63,0,,,1404.101,45,41
31196.71,0,,,1404.101,45,41
30656,0,,,144.7962,45,41
30223.98,0,,,1404.101,45,41
32216,0,,,144.7962,45,41
32217,0,,,144.7962,45,41
31218,0,,,144.7962,45,41
31728.05,0,,,1404.101,45,41
31005,1,6.907755,4.382027,144.7962,45,41
32544,0,,,144.7962,45,41
31280,0,,,144.7962,45,41
31203,0,,,144.7962,45,41
32335,0,,,144.7962,45,41
33811,0,,,144.7962,45,41
32216,0,,,144.7962,45,41
32402,0,,,144.7962,45,41
32335.02,1,6.76273,4.110874,1404.101,45,41
30765.78,0,,,1404.101,45,41
30305,0,,,144.7962,45,41
35014,1,6.39693,3.871201,144.7962,45,41
31627,0,,,144.7962,45,41
31976,0,,,144.7962,45,41
31197.97,0,,,1404.101,45,41
31198,0,,,144.7962,45,41
33098.26,0,,,1404.101,45,41
31280,0,,,144.7962,45,41
32096.38,0,,,1404.101,45,41
31179,0,,,144.7962,45,41
31324,0,,,144.7962,45,41
30224,0,,,144.7962,45,41
30910,0,,,144.7962,45,41
31557,1,7.467371,4.60517,144.7962,45,41
34671.05,0,,,1404.101,45,41
30455.19,0,,,1404.101,45,41
30305,0,,,144.7962,45,41
31979,0,,,144.7962,45,41
33910,0,,,144.7962,45,41
33499.07,0,,,2376.803,45,41
31059.12,0,,,1404.101,45,41
31798.97,0,,,2376.803,45,41
31198,1,6.907755,3.688879,144.7962,45,41
30352,0,,,144.7962,45,41
30305.19,0,,,1404.101,45,41
33468,0,,,144.7962,45,41
34330,0,,,144.7962,45,41
30656,0,,,144.7962,45,41
30221,0,,,144.7962,45,41
30678,0,,,144.7962,45,41
31799,0,,,144.7962,45,41
32864,0,,,144.7962,45,41
32506,1,6.49224,4.317488,144.7962,45,41
31023,0,,,144.7962,45,41
30766,0,,,144.7962,45,41
30224,0,,,144.7962,45,41
32350,0,,,144.7962,45,41
30352,0,,,144.7962,45,41
31489,0,,,144.7962,45,41
29553,0,,,144.7962,45,41
30644.63,0,,,1404.101,45,41
34330.26,0,,,1404.101,45,41
33397.58,0,,,2376.803,45,41
30587.54,1,7.130899,4.382027,1404.101,45,41
32928,0,,,144.7962,45,41
35313,0,,,144.7962,45,41
32705,0,,,144.7962,45,41
32101,0,,,144.7962,45,41
30352,0,,,144.7962,45,41
30117,0,,,144.7962,45,41
29553,1,6.791222,4.007333,144.7962,45,41
31015,1,6.436151,3.806663,144.7962,45,41
30117.11,1,6.926577,4.744932,1404.101,45,41
30352,0,,,144.7962,45,41
30352,0,,,144.7962,45,41
30572,0,,,144.7962,45,41
31294,0,,,144.7962,45,41
29996.24,0,,,1404.101,45,41
31117,0,,,144.7962,45,41
30305,0,,,144.7962,45,41
33039,0,,,144.7962,45,41
31862,0,,,144.7962,45,41
32506,0,,,144.7962,45,41
32684,0,,,144.7962,45,41
32684,0,,,144.7962,45,41
31015,0,,,144.7962,45,41
32350,0,,,144.7962,45,41
33811,0,,,144.7962,45,41
33310,0,,,144.7962,45,41
31557,0,,,144.7962,45,41
30766,0,,,144.7962,45,41
32505.91,0,,,1404.101,45,41
31773,0,,,144.7962,45,41
31197,0,,,144.7962,45,41
31197.97,1,6.429719,4.077538,1404.101,45,41
32684,0,,,144.7962,45,41
33231,0,,,144.7962,45,41
30455,0,,,144.7962,45,41
31235,1,5.843544,3.332205,144.7962,45,41
32928,0,,,144.7962,45,41
33039,1,5.703783,3.401197,144.7962,45,41
31979.27,0,,,1404.101,45,41
33062,0,,,144.7962,45,41
31487,0,,,144.7962,45,41
30655.5,0,,,1404.101,45,41
29996,1,6.39693,3.555348,144.7962,45,41
31196.71,0,,,1404.101,45,41
32216,0,,,144.7962,45,41
31023,0,,,144.7962,45,41
31950,0,,,144.7962,45,41
32350,1,6.55108,4.174387,144.7962,45,41
34158,1,7.549609,4.094345,144.7962,45,41
30705,0,,,144.7962,45,41
32684,0,,,144.7962,45,41
32688,0,,,144.7962,45,41
31487,1,5.991465,4.60517,144.7962,45,41
30221,0,,,144.7962,45,41
31798.97,0,,,2376.803,45,41
32505.91,0,,,1404.101,45,41
30220.73,0,,,1404.101,45,41
31767,0,,,144.7962,45,41
32217,0,,,144.7962,45,41
31235,0,,,144.7962,45,41
33062,0,,,144.7962,45,41
35313,0,,,144.7962,45,41
31828,0,,,144.7962,45,41
32349.64,0,,,1404.101,45,41
30305,1,6.684612,4.442651,144.7962,45,41
33506,0,,,144.7962,45,41
31976,0,,,144.7962,45,41
30655.5,1,6.745236,4.406719,1404.101,45,41
31059.12,0,,,1404.101,45,41
31728.05,0,,,1404.101,45,41
31728,0,,,144.7962,45,41
30572,0,,,144.7962,45,41
30436,0,,,144.7962,45,41
31059.12,1,6.345636,3.258096,1404.101,45,41
31015,0,,,144.7962,45,41
32350,0,,,144.7962,45,41
31857,0,,,144.7962,45,41
33190,0,,,144.7962,45,41
31197,0,,,144.7962,45,41
35280,1,6.405229,4.382027,144.7962,45,41
31631,0,,,144.7962,45,41
33062,0,,,144.7962,45,41
31489.27,0,,,1404.101,45,41
30224,1,5.843544,3.688879,144.7962,45,41
31857,0,,,144.7962,45,41
31196.71,1,5.843544,4.110874,1404.101,45,41
30224,0,,,144.7962,45,41
33190,0,,,144.7962,45,41
32861.67,0,,,1404.101,45,41
31489.27,0,,,1404.101,45,41
30352,0,,,144.7962,45,41
30678,0,,,144.7962,45,41
31218,0,,,144.7962,45,41
30644.63,1,5.529429,3.850147,1404.101,45,41
32215.54,0,,,1404.101,45,41
31794,0,,,144.7962,45,41
33310,0,,,144.7962,45,41
32216,0,,,144.7962,45,41
30766,1,6.437752,3.806663,144.7962,45,41
35202,0,,,144.7962,45,41
30224,0,,,144.7962,45,41
31218,0,,,144.7962,45,41
31341,0,,,144.7962,45,41
35313,1,6.413459,3.465736,144.7962,45,41
30588,0,,,144.7962,45,41
31280,1,6.872128,4.317488,144.7962,45,41
32217,0,,,144.7962,45,41
32096,0,,,144.7962,45,41
31557,0,,,144.7962,45,41
32335,0,,,144.7962,45,41
32402,0,,,144.7962,45,41
34830.71,1,8.13798,4.369448,1404.101,45,41
31767,0,,,144.7962,45,41
33499,0,,,144.7962,45,41
31857,1,7.279319,4.248495,144.7962,45,41
31513.66,1,7.600903,4.382027,1404.101,45,41
33066,1,7.600903,4.867535,144.7962,45,41
31857,0,,,144.7962,45,41
30678,1,6.951772,4.094345,144.7962,45,41
34830.71,1,7.438384,4.49981,1404.101,45,41
32026,1,7.476472,4.248495,144.7962,45,41
30305,0,,,144.7962,45,41
32938,0,,,144.7962,45,41
34330.26,0,,,1404.101,45,41
31059,1,6.46925,3.806663,144.7962,45,41
32219,0,,,144.7962,45,41
30940,1,5.843544,3.7612,144.7962,45,41
31911.68,1,7.244227,4.60517,1404.101,45,41
31631.31,0,,,1404.101,45,41
33039,0,,,144.7962,45,41
31489,0,,,144.7962,45,41
32217,0,,,144.7962,45,41
30656,1,6.194406,4.025352,144.7962,45,41
30224,0,,,144.7962,45,41
32928,0,,,144.7962,45,41
30940,0,,,144.7962,45,41
34703.23,0,,,1404.101,45,41
30940,1,6.403574,3.555348,144.7962,45,41
32684,0,,,144.7962,45,41
34158,0,,,144.7962,45,41
32217,0,,,144.7962,45,41
31923,0,,,144.7962,45,41
32216,0,,,144.7962,45,41
30645,0,,,144.7962,45,41
32928,1,7.600903,4.382027,144.7962,45,41
30765.78,0,,,1404.101,45,41
33398,1,7.090077,4.276666,144.7962,45,41
33872,0,,,144.7962,45,41
32858,1,6.637258,3.89182,144.7962,45,41
31218,0,,,144.7962,45,41
32217.33,0,,,1404.101,45,41
33811,0,,,144.7962,45,41
30645,0,,,144.7962,45,41
31217.51,0,,,1404.101,45,41
31856.98,0,,,1404.101,45,41
32216,0,,,144.7962,45,41
32544,0,,,144.7962,45,41
33038.62,0,,,1404.101,45,41
33190,0,,,144.7962,45,41
30352,0,,,144.7962,45,41
30656,0,,,144.7962,45,41
32216,1,6.779922,4.007333,144.7962,45,41
34924,0,,,144.7962,45,41
33398,1,6.956545,4.85203,144.7962,45,41
30224,0,,,144.7962,45,41
30352,0,,,144.7962,45,41
30482,0,,,144.7962,45,41
30305,0,,,144.7962,45,41
31209,0,,,144.7962,45,41
31196.71,0,,,1404.101,45,41
31203,0,,,144.7962,45,41
31857,0,,,144.7962,45,41
33397.58,0,,,2376.803,45,41
32688,0,,,144.7962,45,41
31631,0,,,144.7962,45,41
30352,0,,,144.7962,45,41
32863.67,0,,,1404.101,45,41
32506,0,,,144.7962,45,41
30117.11,1,7.003066,4.094345,1404.101,45,41
31194.46,1,7.600903,4.60517,1404.101,45,41
30766,1,6.610696,3.871201,144.7962,45,41
31246,0,,,144.7962,45,41
33823.75,0,,,2376.803,45,41
33468,0,,,144.7962,45,41
32216,1,6.966024,4.094345,144.7962,45,41
32335.02,1,6.001415,4.49981,2376.803,45,41
30305.19,0,,,1404.101,45,41
31119,0,,,144.7962,45,41
30352,0,,,144.7962,45,41
30678,0,,,144.7962,45,41
32928,1,7.090077,4.454347,144.7962,45,41
31059.12,0,,,1404.101,45,41
33231.24,0,,,1404.101,45,41
30455.19,1,5.703783,3.637586,1404.101,45,41
31117,1,6.437752,4.007333,144.7962,45,41
30455,1,6.186209,3.555348,144.7962,45,41
31042,1,6.684612,4.49981,144.7962,45,41
31794,0,,,144.7962,45,41
33062,0,,,144.7962,45,41
30113,0,,,144.7962,45,41
30305.19,0,,,1404.101,45,41
30224,1,7.438384,4.248495,144.7962,45,41
31059,0,,,144.7962,45,41
31487,1,6.50279,3.806663,144.7962,45,41
30910,0,,,144.7962,45,41
30910,0,,,144.7962,45,41
30305.19,1,7.600903,4.382027,1404.101,45,41
31218,0,,,144.7962,45,41
30677.96,1,6.424869,3.526361,1404.101,45,41
32100.79,0,,,1404.101,45,41
31487,0,,,144.7962,45,41
31487,1,7.467371,4.70048,144.7962,45,41
31197,0,,,144.7962,45,41
32928.28,1,6.55108,3.688879,1404.101,45,41
36204,1,6.684612,4.382027,144.7962,45,41
30765.78,0,,,1404.101,45,41
